type,project_cost,number_of_workers,project_result
tourism,17000000,134,Success
education,46520000,227,Success
tourism,16700000,166,Success
tourism,10000000,89,Success
tourism,248430000,247,Success
tourism,30000000,116,Fail
finance,30000000,156,Fail
education,253000000,210,Success
tourism,567800000,197,Success
tourism,10000000,208,Fail
tourism,333800000,186,Success
finance,80000000,87,Success
tourism,20000000,59,Success
tourism,109600000,217,Fail
tourism,51800000,171,Success
education,85000000,66,Success
tourism,60000000,162,Success
tourism,50000000,91,Success
tourism,100000000,156,Fail
tourism,40000000,158,Fail
tourism,50000000,123,Success
tourism,75000000,173,Fail
tourism,100000,90,Success
tourism,100000,169,Success
tourism,100000,85,Success
education,100000,119,Success
education,100000,93,Success
education,100000,88,Success
tourism,100000,165,Success
tourism,100000,73,Success
tourism,100000,99,Success
tourism,100000,246,Success
tourism,100000,84,Success
tourism,100000,234,Success
education,100000,82,Success
education,100000,188,Success
education,100000,243,Success
education,100000,185,Success
education,100000,75,Success
education,100000,224,Success
tourism,100000,82,Success
tourism,100000,238,Success
tourism,100000,134,Success
finance,315000000,176,Fail
tourism,55000000,135,Fail
education,5500000,149,Success
tourism,64000000,96,Success
tourism,227000000,244,Success
education,541200000,235,Success
tourism,41340000,61,Success
tourism,23000000,189,Success
tourism,434500000,241,Fail
finance,40000000,148,Success
tourism,20800000,190,Success
tourism,57000000,66,Success
tourism,180000000,204,Success
tourism,40000000,55,Success
education,48700000,206,Success
tourism,91000000,179,Success
tourism,28000000,64,Success
tourism,84500000,111,Success
tourism,62100000,123,Success
education,104000000,108,Fail
tourism,20000000,199,Success
tourism,14900000,191,Success
tourism,20000000,76,Fail
tourism,5000000,122,Success
tourism,30400000,117,Success
finance,6000000,193,Success
finance,2000000,201,Success
finance,3000000,205,Success
finance,3200000,238,Success
finance,13700000,153,Success
finance,4600000,162,Success
finance,32800000,51,Success
finance,77900000,111,Success
tourism,205500000,220,Success
tourism,49000000,76,Success
tourism,51000000,243,Fail
tourism,49700000,88,Success
tourism,27000000,246,Fail
tourism,14300000,64,Success
tourism,47400000,63,Success
finance,140000000,216,Success
tourism,37200000,217,Success
tourism,95300000,222,Success
tourism,14600000,241,Success
tourism,83600000,155,Success
tourism,68900000,122,Success
tourism,67800000,59,Success
tourism,7200000,186,Success
tourism,26300000,234,Success
tourism,10000000,162,Success
tourism,10000000,193,Success
tourism,12700000,198,Success
tourism,10000000,135,Success
tourism,9800000,86,Success
education,50000000,64,Success
tourism,9680000,242,Fail
tourism,19900000,227,Success
tourism,16400000,169,Success
tourism,23300000,163,Success
finance,30000000,77,Success
education,40000000,240,Success
education,20000000,88,Success
tourism,11000000,214,Success
education,14000000,122,Success
tourism,11600000,109,Success
tourism,25000000,193,Success
tourism,25000000,221,Success
tourism,25200000,237,Success
tourism,30000000,246,Success
education,30000000,214,Success
tourism,20000000,217,Success
education,30000000,131,Success
manufacturing,35000000,171,Success
manufacturing,35000000,175,Success
education,30000000,166,Success
tourism,30000000,117,Success
manufacturing,20000000,59,Success
manufacturing,25000000,125,Success
manufacturing,15000000,180,Success
manufacturing,20000000,131,Success
tourism,22000000,175,Success
education,25000000,207,Success
tourism,27500000,180,Success
tourism,420000000,231,Success
tourism,200000000,152,Fail
tourism,150000000,168,Fail
finance,300000000,194,Success
tourism,65000000,235,Fail
education,5000000,77,Success
tourism,3550000,156,Success
tourism,15000000,225,Fail
tourism,2400000,119,Success
tourism,81700000,56,Fail
tourism,44000000,75,Success
tourism,20000000,52,Success
manufacturing,60000000,83,Success
tourism,35000000,114,Fail
finance,51000000,211,Success
finance,50000000,229,Success
finance,20000000,58,Fail
finance,101000000,178,Success
tourism,91200000,92,Success
finance,120000000,104,Success
tourism,10600000,156,Success
Information Technology,13400000,208,Success
tourism,8020000,92,Success
tourism,33500000,221,Success
tourism,13100000,65,Success
tourism,258000000,210,Success
tourism,20000000,165,Success
finance,150000000,106,Success
tourism,122000000,245,Success
tourism,24000000,134,Success
tourism,66100000,102,Success
education,114850000,183,Success
tourism,91130000,71,Success
tourism,113000000,114,Success
tourism,10000000,104,Fail
tourism,50000000,181,Success
tourism,30000000,249,Fail
tourism,82800000,112,Success
tourism,30000000,237,Fail
education,35000000,54,Success
tourism,11000000,144,Fail
tourism,19500000,54,Success
education,51300000,73,Success
finance,170000000,52,Success
tourism,24800000,111,Fail
finance,55000000,137,Success
tourism,12300000,247,Success
education,53400000,189,Success
manufacturing,106000000,107,Success
education,5000000,123,Success
tourism,9500000,203,Success
tourism,12600000,144,Success
tourism,10900000,161,Success
tourism,40000000,239,Fail
tourism,21500000,174,Success
finance,20000000,180,Fail
tourism,28000000,136,Success
tourism,40000000,182,Fail
tourism,28200000,190,Success
finance,40000000,235,Success
tourism,10000000,179,Fail
tourism,304000000,81,Success
tourism,60000000,142,Fail
tourism,27200000,52,Success
tourism,23900000,180,Success
tourism,8300000,141,Success
finance,20000000,188,Success
finance,25000000,145,Success
finance,28200000,155,Success
finance,25000000,175,Success
finance,25000000,229,Success
tourism,85000000,50,Success
tourism,100000000,110,Success
tourism,100000000,90,Success
tourism,50000000,132,Success
tourism,16800000,249,Success
tourism,1100000,148,Success
finance,200000,235,Success
tourism,3700000,95,Success
tourism,1300000,114,Success
finance,4300000,113,Success
tourism,42200000,116,Success
tourism,5700000,111,Success
finance,500000,189,Success
finance,75000000,122,Success
education,1800000,236,Success
tourism,198400000,119,Success
tourism,42100000,163,Success
tourism,29000000,140,Success
Information Technology,5200000,115,Success
tourism,30000000,243,Fail
Information Technology,14000000,87,Success
tourism,60000000,64,Success
tourism,50000000,219,Success
Information Technology,40000000,183,Success
tourism,35100000,192,Success
tourism,50000000,247,Fail
tourism,36600000,147,Success
tourism,51200000,142,Success
tourism,80000000,135,Success
tourism,93500000,171,Success
tourism,24000000,87,Success
tourism,115170000,165,Success
tourism,104800000,203,Success
tourism,29500000,116,Success
education,17000000,118,Fail
tourism,20000000,158,Fail
tourism,48100000,128,Success
tourism,10000000,90,Success
tourism,35000000,144,Fail
tourism,21100000,218,Fail
tourism,12000000,61,Fail
tourism,21100000,98,Fail
tourism,59800000,50,Success
tourism,49700000,160,Success
tourism,30200000,179,Success
tourism,28000000,114,Success
tourism,29400000,122,Success
tourism,25000000,133,Success
tourism,45800000,205,Success
tourism,10000000,178,Success
tourism,25000000,241,Success
tourism,39800000,147,Success
tourism,15100000,231,Success
education,16900000,218,Success
education,4500000,141,Success
tourism,12000000,213,Fail
tourism,17800000,205,Fail
tourism,5600000,82,Fail
tourism,14400000,234,Fail
tourism,5000000,171,Fail
tourism,7000000,111,Fail
tourism,10400000,127,Fail
tourism,7000000,64,Fail
tourism,7600000,238,Fail
tourism,9000000,202,Fail
tourism,7500000,53,Fail
tourism,6000000,237,Fail
tourism,6000000,129,Fail
tourism,3500000,77,Fail
tourism,12500000,214,Fail
tourism,8000000,172,Fail
tourism,13200000,239,Fail
tourism,9000000,104,Fail
tourism,4000000,196,Fail
tourism,10000000,195,Fail
tourism,1200000,243,Fail
education,5000000,53,Fail
tourism,5200000,104,Fail
tourism,3200000,124,Fail
tourism,7000000,187,Fail
tourism,15500000,92,Fail
tourism,5400000,211,Fail
manufacturing,1600000,53,Fail
tourism,600000,54,Fail
tourism,3500000,240,Fail
tourism,1600000,98,Fail
tourism,33000000,246,Fail
tourism,19000000,181,Fail
tourism,47600000,195,Fail
tourism,35100000,156,Fail
tourism,10400000,127,Fail
tourism,10000000,66,Fail
tourism,12000000,179,Fail
tourism,19100000,188,Fail
tourism,15000000,189,Fail
education,10000000,174,Fail
tourism,12400000,201,Fail
tourism,22000000,112,Fail
tourism,28800000,196,Fail
tourism,43000000,166,Fail
tourism,18000000,68,Fail
tourism,12700000,62,Fail
manufacturing,17600000,118,Fail
tourism,4700000,96,Fail
tourism,11700000,164,Fail
tourism,12300000,108,Fail
manufacturing,8000000,155,Fail
tourism,10000000,238,Fail
tourism,12000000,103,Fail
tourism,13000000,197,Fail
tourism,13000000,162,Fail
tourism,10000000,125,Fail
tourism,8000000,51,Fail
tourism,19000000,90,Fail
education,10500000,144,Fail
tourism,10000000,231,Fail
manufacturing,8000000,121,Fail
tourism,15000000,117,Fail
education,7000000,186,Fail
tourism,2000000,64,Fail
tourism,12000000,116,Fail
tourism,6000000,183,Fail
tourism,12000000,70,Fail
manufacturing,12000000,163,Fail
tourism,17000000,64,Fail
tourism,12000000,223,Fail
tourism,5500000,133,Fail
tourism,17000000,79,Fail
tourism,10000000,234,Fail
tourism,10000000,124,Fail
tourism,15000000,148,Fail
tourism,11500000,243,Fail
tourism,7000000,210,Fail
tourism,10500000,178,Fail
education,10000000,69,Fail
tourism,6000000,240,Fail
tourism,5000000,78,Fail
tourism,8000000,224,Fail
tourism,10300000,95,Fail
manufacturing,5200000,85,Fail
education,8100000,175,Fail
tourism,9000000,129,Fail
manufacturing,10000000,100,Fail
tourism,6300000,232,Fail
tourism,11000000,84,Fail
manufacturing,2300000,232,Fail
tourism,10900000,77,Fail
tourism,7700000,100,Fail
tourism,42450000,182,Fail
tourism,88700000,89,Fail
manufacturing,119800000,188,Fail
education,101000000,195,Fail
education,104000000,171,Fail
tourism,184300000,164,Fail
finance,250000000,160,Fail
tourism,106590000,138,Fail
tourism,49500000,51,Fail
tourism,51300000,223,Fail
education,98600000,127,Fail
tourism,12000000,116,Fail
tourism,50700000,67,Fail
tourism,107000000,169,Fail
tourism,5500000,50,Fail
tourism,17000000,157,Fail
tourism,126300000,132,Fail
tourism,148100000,78,Fail
finance,100000000,227,Fail
education,211000000,72,Fail
manufacturing,420000000,125,Fail
finance,150000000,178,Fail
education,63200000,196,Fail
education,95000000,115,Fail
tourism,130000000,131,Fail
manufacturing,30000000,216,Fail
tourism,4000000,243,Fail
tourism,84000000,236,Fail
manufacturing,58000000,155,Fail
tourism,150000000,141,Fail
tourism,207700000,117,Fail
education,20000000,139,Fail
tourism,110900000,141,Fail
education,63000000,148,Fail
tourism,150000000,200,Fail
education,30200000,227,Fail
manufacturing,28000000,60,Fail
tourism,27700000,74,Fail
manufacturing,50000000,142,Fail
manufacturing,54000000,69,Fail
education,22000000,156,Fail
tourism,15000000,173,Fail
education,50000000,183,Fail
tourism,33000000,246,Fail
education,38700000,121,Fail
tourism,13400000,224,Fail
tourism,4500000,118,Fail
tourism,25000000,147,Success
education,34000000,239,Fail
education,25000000,99,Fail
tourism,16800000,194,Fail
tourism,27000000,59,Fail
tourism,16500000,205,Fail
education,30500000,69,Fail
education,35500000,173,Fail
manufacturing,30500000,230,Fail
tourism,42000000,150,Fail
tourism,22000000,141,Fail
tourism,41500000,76,Fail
education,12500000,174,Fail
tourism,18600000,229,Fail
tourism,26000000,192,Fail
manufacturing,30000000,204,Fail
tourism,24000000,214,Fail
tourism,42500000,104,Fail
education,36500000,97,Fail
tourism,37000000,111,Fail
tourism,25000000,166,Fail
manufacturing,30000000,83,Fail
education,25000000,202,Fail
tourism,26500000,245,Fail
education,19000000,140,Fail
tourism,28500000,159,Fail
tourism,32000000,170,Fail
manufacturing,35000000,165,Fail
tourism,21000000,207,Fail
education,14500000,228,Fail
education,4800000,63,Fail
tourism,42000000,124,Fail
manufacturing,12000000,155,Fail
tourism,28000000,192,Fail
tourism,8900000,65,Fail
manufacturing,20000000,105,Fail
tourism,28000000,65,Fail
tourism,23300000,52,Fail
education,12200000,122,Fail
education,23000000,244,Fail
tourism,18000000,128,Fail
education,5600000,86,Fail
manufacturing,14000000,209,Fail
education,24000000,72,Fail
education,12000000,100,Fail
manufacturing,10000000,155,Fail
tourism,2000000,250,Fail
manufacturing,8000000,183,Fail
tourism,7500000,174,Fail
tourism,24000000,181,Fail
education,4800000,220,Fail
education,10500000,203,Fail
manufacturing,10000000,239,Fail
education,15000000,87,Fail
tourism,17000000,134,Fail
tourism,8500000,73,Fail
tourism,800000,188,Fail
manufacturing,10000000,90,Fail
tourism,13000000,196,Fail
tourism,18000000,110,Fail
manufacturing,5000000,158,Fail
tourism,7000000,240,Fail
tourism,5000000,215,Fail
tourism,4200000,156,Fail
tourism,20900000,149,Fail
tourism,5800000,61,Fail
tourism,40000000,232,Fail
tourism,70000000,217,Fail
tourism,7500000,159,Fail
tourism,30000000,125,Fail
tourism,22000000,198,Fail
tourism,15600000,138,Fail
tourism,21000000,190,Fail
tourism,30000000,75,Fail
tourism,58000000,231,Fail
education,40000000,128,Fail
tourism,20000000,247,Fail
education,50000000,209,Fail
tourism,17500000,149,Fail
education,35000000,83,Fail
education,28000000,93,Fail
education,8600000,148,Fail
education,72000000,135,Fail
education,25000000,59,Fail
tourism,73000000,217,Fail
education,15000000,64,Fail
tourism,13800000,198,Fail
education,8500000,152,Fail
tourism,13800000,113,Fail
